name,distance,address,zip_code,city,store_id,phone,latitude,longitude
Gaffney Supercenter,27.23,165 Walton Dr,29341,Gaffney,638,864-487-3769,35.087204,-81.665835
Union Supercenter,28.94,513 N Duncan Byp,29379,Union,629,864-429-0598,34.726994,-81.641145
Laurens Supercenter,30.02,922 E Main St,29360,Laurens,1130,864-682-8100,34.489563,-81.983397
Forest City Supercenter,31.19,197 Plaza Dr,28043,Forest City,1036,828-287-7458,35.335022,-81.899506
Pickens Supercenter,33.88,2637 Gentry Memorial Hwy,29671,Pickens,3191,864-644-9020,34.868945,-82.693067
Hendersonville Supercenter,35.7,250 Highlands Square Dr,28792,Hendersonville,1242,828-696-8285,35.34947,-82.437565
Anderson Neighborhood Market,39.65,2003 E Greenville St,29621,Anderson,4443,864-760-6161,34.54509,-82.632837
Central Supercenter,40.34,1286 Eighteen Mile Rd,29630,Central,3222,864-639-2525,34.705681,-82.762319
Shelby Supercenter,40.77,705 E Dixon Blvd,28152,Shelby,1034,704-484-0021,35.277323,-81.529863
Anderson Supercenter,41.28,3812 Liberty Hwy,29621,Anderson,396,864-225-1800,34.554437,-82.6786822
Pisgah Forest Store,42.49,177 Forest Gate Dr,28768,Pisgah Forest,1795,828-885-7900,35.277476,-82.703991
Clemson Neighborhood Market,42.62,680 Old Greenville Hwy,29631,Clemson,4445,864-722-6050,34.696807,-82.80105
Anderson Supercenter,44.18,651 Highway 28 Byp,29624,Anderson,644,864-261-7420,34.487945,-82.678139
Arden Supercenter,44.53,60 Airport Rd,28704,Arden,1179,828-684-6864,35.456323,-82.523452
Kings Mountain Neighborhood Market,47.24,1011 Shelby Road,28086,Kings Mountain,7146,704-259-5213,35.238287,-81.36242
Asheville Supercenter,47.9,1636 Hendersonville Rd,28803,Asheville,4428,828-333-9505,35.513384,-82.523683
Greenwood Supercenter,49.05,508 Nw Bypass 72,29649,Greenwood,1382,864-229-2232,34.208194,-82.192386
Greenwood Supercenter,49.49,300 Bypass 25 Ne,29646,Greenwood,6887,864-321-6028,34.198121,-82.132247
Suwanee Supercenter,21.94,3245 Lawrenceville Suwanee Rd,30024,Suwanee,3462,678-482-5441,34.03644,-84.050564
Lawrenceville Supercenter,21.95,630 Collins Hill Rd,30046,Lawrenceville,548,770-995-0102,33.971139,-83.996583
Alpharetta Supercenter,22.97,5455 Atlanta Hwy,30004,Alpharetta,4436,770-475-4101,34.150322,-84.24936
Cumming Supercenter,22.51,2395 Peachtree Pkwy,30041,Cumming,4185,770-406-5165,34.1001327,-84.1737497
Conyers Supercenter,23.55,1436 Dogwood Dr Se,30013,Conyers,2475,770-860-8544,33.652864,-83.996654
Atlanta Supercenter,2.02,835 Martin Luther King Jr Drive Nw,30314,Atlanta,3008,404-460-2703,33.755828,-84.413627
Atlanta Supercenter,2.46,1801 Howell Mill Rd Nw,30318,Atlanta,3775,404-352-5252,33.803041,-84.411781
Atlanta Supercenter,5.7,2427 Gresham Rd Se,30316,Atlanta,3709,404-244-3034,33.719115,-84.312878
Decatur Supercenter,5.73,2525 N Decatur Rd,30033,Decatur,3118,404-464-4480,33.792235,-84.288978
East Point Supercenter,6.85,844 Cleveland Avenue,30344,East Point,6998,404-460-6177,33.678363,-84.416522
Decatur Supercenter,6.88,3580 Memorial Dr,30032,Decatur,3710,404-284-0500,33.757277,-84.268408
Atlanta Supercenter,7.67,1105 Research Center Atlanta Drive Sw,30331,Atlanta,3741,404-260-6153,33.72837,-84.507908
Atlanta Pharmacy,8.44,1030 Delta Blvd,30354,Atlanta,5010,404-305-8890,33.6562283,-84.4240045
Chamblee Supercenter,8.99,1871 Chamblee Tucker Rd,30341,Chamblee,3621,770-455-0422,33.888542,-84.311428
Ellenwood Supercenter,10.94,2940 Anvil Block Rd,30294,Ellenwood,3609,404-361-6811,33.636377,-84.292949
Marietta Supercenter,11.05,1785 Cobb Pkwy S,30060,Marietta,1181,770-955-0626,33.909904,-84.488515
Stone Mountain Supercenter,11.12,5935 Memorial Dr,30083,Stone Mountain,3188,404-260-6142,33.799259,-84.195045
Dunwoody Supercenter,11.4,4725 Ashford Dunwoody Rd,30338,Dunwoody,2360,770-395-0199,33.9333,-84.3332
Tucker Supercenter,11.83,4375 Lawrenceville Hwy,30084,Tucker,2584,770-939-2671,33.855743,-84.205036
Tucker Neighborhood Market,12.25,3201 Tucker Norcross Rd,30084,Tucker,3071,770-225-6010,33.88378,-84.218458
Lithia Springs Supercenter,12.33,1100 Thornton Rd,30122,Lithia Springs,3205,770-819-1123,33.7745093,-84.6010619
Austell Supercenter,12.81,1133 Ew Connector Sw,30106,Austell,1586,770-863-9300,33.85557,-84.58697
Morrow Supercenter,13.03,6065 Jonesboro Rd,30260,Morrow,1047,770-968-0774,33.589722,-84.340272
Dunwoody Neighborhood Market,13.37,5025 Winters Chapel Rd,30360,Dunwoody,3070,770-280-0193,33.94189,-84.269679
Lithonia Supercenter,13.6,5401 Fairington Rd,30038,Lithonia,1340,770-593-3540,33.700533,-84.166977
Marietta Neighborhood Market,13.71,2909 Austell Rd Sw Suite 100,30008,Marietta,5815,770-615-1243,33.882577,-84.586639
Norcross Supercenter,13.83,4975 Jimmy Carter Blvd,30093,Norcross,3067,770-225-9882,33.894961,-84.194157
College Park Supercenter,13.86,6149 Old National Hwy,30349,College Park,3401,770-994-9440,33.586866,-84.472179
Marietta Supercenter,14.15,210 Cobb Pkwy S,30060,Marietta,5390,770-429-9029,33.945801,-84.521428
Riverdale Supercenter,14.71,7050 Highway 85,30274,Riverdale,787,770-994-1670,33.562448,-84.410314
Marietta Neighborhood Market,14.93,3101 Roswell Road,30062,Marietta,3069,678-695-4959,33.98091,-84.463068
Stone Mountain Supercenter,15.36,1825 Rockbridge Rd,30087,Stone Mountain,1184,770-469-8660,33.8247643,-84.1258516
Marietta Supercenter,15.71,6520 Earnest Barrett Parkway,30064,Marietta,3611,770-222-6666,33.867392,-84.636252
Union City Supercenter,16.52,4735 Jonesboro Rd,30291,Union City,855,770-964-6921,33.5731692,-84.5418153
Stockbridge Supercenter,17.04,5600 N Henry Blvd,30281,Stockbridge,745,770-389-1709,33.553185,-84.25538
Marietta Supercenter,17.32,3100 Johnson Ferry Rd,30062,Marietta,1766,770-640-7225,34.023274,-84.422495
Lilburn Supercenter,18.16,4004 Lawrenceville Hwy Nw,30047,Lilburn,1373,770-921-9224,33.90295,-84.110453
Lithonia Supercenter,18.18,8424 Mall Parkway,30038,Lithonia,4472,770-225-0428,33.694644,-84.084863
Roswell Supercenter,18.96,970 Mansell Rd,30076,Roswell,1578,770-993-0533,34.045297,-84.33353
Duluth Supercenter,19.14,2635 Pleasant Hill Rd,30096,Duluth,2154,770-418-0162,33.970083,-84.150415
Marietta Supercenter,19.55,2795 Chastain Meadows Pkwy,30066,Marietta,937,770-427-4933,34.019289,-84.55707
Snellville Supercenter,19.64,3435 Centerville Hwy,30039,Snellville,3389,770-972-7572,33.807876,-84.046785
Lawrenceville Neighborhood Market,20.07,3059 Lawrenceville Hwy,30044,Lawrenceville,3074,678-259-0050,33.922428,-84.085591
Stockbridge Supercenter,20.38,1400 Hudson Bridge Rd,30281,Stockbridge,3402,770-474-0123,33.507466,-84.235582
Fayetteville Supercenter,20.51,125 Pavilion Pkwy,30214,Fayetteville,594,770-460-0947,33.481376,-84.443322
Snellville Neighborhood Market,20.94,2912 W Main St,30078,Snellville,3072,770-225-0949,33.852976,-84.034228
Douglasville Supercenter,21.45,7001 Concourse Pkwy,30134,Douglasville,1488,770-489-7057,33.732555,-84.756492
Woodstock Supercenter,22.08,12182 Highway 92,30188,Woodstock,575,770-516-4719,34.084165,-84.481231
Dallas Supercenter,22.66,3615 Marietta Hwy,30157,Dallas,3403,770-445-2141,33.935634,-84.730256
Hiram Supercenter,22.84,4166 Jimmy Lee Smith Pkwy,30141,Hiram,618,770-439-1028,33.890811,-84.758895
Alpharetta Supercenter,22.99,5200 Windward Pkwy,30004,Alpharetta,2941,770-772-9033,34.093816,-84.274352
Snellville Supercenter,23.09,1550 Scenic Hwy N,30078,Snellville,1720,770-979-2447,33.886549,-84.007537
Lovejoy Supercenter,23.19,11465 Tara Blvd,30250,Lovejoy,5363,770-471-4451,33.4425589,-84.3256768
Acworth Supercenter,23.47,3105 Cobb Pkwy Nw,30152,Acworth,3471,770-974-9291,34.028451,-84.658026
Lawrenceville Supercenter,23.57,1400 Lawrenceville Hwy,30044,Lawrenceville,3388,770-682-1992,33.936752,-84.025181
Truth Or Consequences Supercenter,1.13,2001 H.r. Ashbaugh Dr.,87901,Truth Or Consequences,4341,575-894-0343,33.1526603,-107.2496979
Sedalia Supercenter,8.94,3201 W Broadway Blvd,65301,Sedalia,219,660-826-7800,38.706715,-93.270907
Boonville Supercenter,24.43,2150 Main St,65233,Boonville,820,660-882-7422,38.951369,-92.739689
Marshall Supercenter,25.23,855 Cherokee Dr,65340,Marshall,363,660-886-6852,39.111569,-93.216447
Versailles Supercenter,26.16,1003 W Newton St,65084,Versailles,357,573-378-4668,38.4342477,-92.8588751
Warsaw Supercenter,36.73,103 W Polk St,65355,Warsaw,250,660-438-7394,38.26173,-93.3713094
Eldon Store,40.86,1802 S Business 54,65026,Eldon,44,573-392-3114,38.3352206,-92.5838242
Columbia Supercenter,41.92,3001 W Broadway,65203,Columbia,80,573-445-9506,38.957069,-92.382341
Clinton Supercenter,43.65,1712 E Ohio St,64735,Clinton,20,660-885-5536,38.362772,-93.750585
Columbia Supercenter,44.05,1201 Grindstone Pkwy,65201,Columbia,451,573-449-0815,38.913092,-92.324097
Columbia Supercenter,46.25,415 Conley Rd,65201,Columbia,159,573-499-4935,38.954911,-92.296729
Osage Beach Supercenter,49.83,4252 Highway 54,65065,Osage Beach,815,573-348-6445,38.14942,-92.616012
Jefferson City Supercenter,49.87,724 Stadium West Blv,65109,Jefferson City,29,573-635-8283,38.580049,-92.219907
Titusville Supercenter,4.54,3175 Cheney Hwy,32780,Titusville,649,321-267-5825,28.555379,-80.842668
Cocoa Supercenter,15.34,2700 Clearlake Rd,32922,Cocoa,174,321-639-1610,28.395378,-80.753116
Merritt Island Supercenter,19.36,1500 E Merritt Island Cswy,32952,Merritt Island,771,321-452-6058,28.359625,-80.668453
Melbourne Supercenter,26.68,8500 N Wickham Rd,32940,Melbourne,3538,321-242-0225,28.233106,-80.724196
Deltona Supercenter,28.06,101 Howland Blvd,32738,Deltona,3310,407-328-8052,28.869772,-81.164118
New Smyrna Beach Supercenter,30.09,3155 State Rd 44,32168,New Smyrna Beach,1079,386-427-5767,29.015677,-80.993665
Melbourne Neighborhood Market,31.52,3950 N Wickham Rd,32935,Melbourne,5365,321-254-7875,28.1712898,-80.6739212
Deltona Neighborhood Market,33.5,1569 Saxon Boulevard,32725,Deltona,6398,386-457-6185,28.906876,-81.245296
Melbourne Supercenter,34.77,1000 North Wickham R,32935,Melbourne,1702,321-242-1601,28.122779,-80.674465
Orange City Supercenter,35.41,2400 Veterans Memorial Pkwy,32763,Orange City,563,386-775-1500,28.913697,-81.2788792
Melbourne Store,35.58,1001 E Eau Gallie Blvd,32937,Melbourne,956,321-777-5504,28.136798,-80.581834
Debary Neighborhood Market,36.06,185 N Charles Richard Beall Boulevard,32713,Debary,3606,386-601-0037,28.897926,-81.304113
Port Orange Supercenter,37.17,1590 Dunlawton Ave,32127,Port Orange,582,386-756-2711,29.116838,-81.019502
Port Orange Neighborhood Market,39.1,3811 Clyde Morris Blvd,32129,Port Orange,3629,386-281-6890,29.142239,-81.033269
Melbourne Neighborhood Market,40.07,3550 S Babcock St,32901,Melbourne,5366,321-723-8988,28.055291,-80.623237
Orlando Supercenter,2.53,2500 S Kirkman Rd,32811,Orlando,1220,407-290-6977,28.515333,-81.462791
Orlando Supercenter,2.58,5734 S. Orange Blossom Trl,32839,Orlando,5871,321-247-4817,28.474913,-81.399118
Orlando Supercenter,2.72,8101 S John Young Pkwy,32819,Orlando,908,407-354-5665,28.447665,-81.424513
Orlando Neighborhood Market,3.3,1101 S. Goldwyn,32805,Orlando,4160,407-563-9069,28.527849,-81.416855
Orlando Supercenter,3.8,8990 Turkey Lake Rd,32819,Orlando,4332,407-351-2229,28.43987,-81.476496
Orlando Neighborhood Market,4.11,8801 Conroy Windermere Rd,32835,Orlando,2499,407-605-4001,28.495732,-81.506554
Orlando Pharmacy,4.19,9600 Parksouth Court Suite 120,32837,Orlando,5315,877-453-4566,28.428101,-81.41502
Orlando Pharmacy,4.19,9600 Parksouth Court,32837,Orlando,5997,407-826-6951,28.428206,-81.414975
Orlando Neighborhood Market,4.38,2715 S Orange Ave,32806,Orlando,3162,407-241-4080,28.511893,-81.374947
Orlando Neighborhood Market,5.47,7818 Colonial West Drive,32818,Orlando,4425,407-522-4552,28.549978,-81.49085
Orlando Supercenter,6.14,3101 W Princeton St,32808,Orlando,4588,321-354-2096,28.571318,-81.417418
Ocoee Supercenter,7.18,10500 W Colonial Dr,34761,Ocoee,942,407-877-6900,28.549548,-81.532397
Orlando Neighborhood Market,7.35,12550 S Orange Blossom Trl,32837,Orlando,5875,407-541-1273,28.382506,-81.406268
Orlando Neighborhood Market,7.84,4520 S Semoran Blvd,32822,Orlando,4142,407-563-9167,28.498012,-81.311925
Orlando Store,7.85,3838 S Semoran Blvd,32822,Orlando,1084,407-277-4314,28.504964,-81.31284
Orlando Neighborhood Market,8.73,902 Lee Rd,32810,Orlando,4197,407-204-8740,28.604364,-81.394253
Orlando Neighborhood Market,8.88,5559 Clarcona Ocoee Rd,32810,Orlando,4211,407-294-7276,28.612495,-81.454305
Orlando Supercenter,9.33,5991 S Goldenrod Rd,32822,Orlando,3782,407-382-8880,28.473857,-81.286934
Orlando Neighborhood Market,9.39,13801 Landstar And Arbor Meadows Blvd,32824,Orlando,6149,407-723-4435,28.366009,-81.364767
Orlando Neighborhood Market,10.19,2271 N. Semoran Blvd,32807,Orlando,5988,407-551-5160,28.576341,-81.3086112
Kissimmee Supercenter,10.27,1471 E Osceola Pkwy,34744,Kissimmee,2881,407-870-2277,28.3438221,-81.3860316
Kissimmee Supercenter,10.28,3250 Vineland Rd,34746,Kissimmee,5420,407-397-1125,28.341551,-81.486378
Orlando Neighborhood Market,10.68,201 S Chickasaw Trl,32825,Orlando,5179,407-380-9971,28.540478,-81.275989
Orlando Neighborhood Market,11.17,9047 Curry Ford Road,32825,Orlando,5741,407-845-6531,28.511222,-81.258634
Winter Garden Supercenter,11.51,16313 New Independence Parkway,34787,Winter Garden,110,407-554-0182,28.476488,-81.629452
Apopka Supercenter,11.53,1700 S Org Blsmtrail,32703,Apopka,955,407-889-8668,28.6495856,-81.4692986
Kissimmee Neighborhood Market,11.97,2850 E Osceola Parkway,34743,Kissimmee,4159,407-552-0029,28.341764,-81.328774
Altamonte Springs Store,12.16,200 S State Road 434,32714,Altamonte Springs,1374,407-774-9966,28.659911,-81.421139
Kissimmee Neighborhood Market,12.3,3183 W Vine St,34741,Kissimmee,5846,407-452-0224,28.306616,-81.435215
Casselberry Supercenter,12.57,1239 State Road 436 Ste 101,32707,Casselberry,943,407-679-0377,28.635005,-81.323329
Kissimmee Supercenter,12.69,4444 W Vine St,34746,Kissimmee,817,407-397-7000,28.301788,-81.458955
Apopka Neighborhood Market,12.95,820 Balmy Beach Drive,32703,Apopka,6894,407-457-6291,28.671506,-81.456105
Orlando Supercenter,13.35,11930 Narcoossee Road,32832,Orlando,4365,407-204-2039,28.389851,-81.248596
Kissimmee Supercenter,13.98,2855 N Old Lake Wilson Road,34747,Kissimmee,5214,407-606-0109,28.330027,-81.588346
Oviedo Supercenter,14.25,5511 Deep Lake Rd,32765,Oviedo,5894,407-618-5013,28.617165,-81.260129
Orlando Neighborhood Market,14.47,600 S Alafaya Trl,32828,Orlando,3617,407-380-0384,28.536191,-81.209074
Orlando Supercenter,14.62,11250 E Colonial Dr,32817,Orlando,890,407-281-8941,28.5659,-81.217771
Winter Springs Neighborhood Market,15.0,5216 Red Bug Lake Rd,32708,Winter Springs,5132,407-699-7050,28.648609,-81.278122
Oviedo Neighborhood Market,16.6,4255 Alafaya Trl,32765,Oviedo,5106,407-359-6707,28.613388,-81.209065
Clermont Supercenter,16.72,550 Us Highway 27,34714,Clermont,5299,352-536-2750,28.355155,-81.672532
Saint Cloud Supercenter,17.55,4400 13th St,34769,Saint Cloud,1086,407-957-1300,28.255445,-81.315648
Clermont Supercenter,17.96,1450 Johns Lake Rd,34711,Clermont,2695,352-243-6151,28.529979,-81.731337
Orlando Neighborhood Market,18.04,433 Avalon Park South Blvd,32828,Orlando,3817,407-207-0071,28.537074,-81.148939
Saint Cloud Neighborhood Market,20.16,2125 Nolte Rd,34772,Saint Cloud,5265,407-556-0995,28.222798,-81.293856
Sanford Supercenter,21.29,3653 S Orlando Dr,32773,Sanford,857,407-321-1371,28.759625,-81.281708
Lake Mary Neighborhood Market,22.3,825 Casa Verde Blvd,32746,Lake Mary,525,407-562-4470,28.784512,-81.304091
Sanford Supercenter,22.99,1601 Rinehart Rd,32771,Sanford,3207,407-321-1540,28.802576,-81.32819
Kissimmee Supercenter,23.64,904 Cypress Pkwy,34759,Kissimmee,5250,407-870-1903,28.142528,-81.448001
Mount Dora Supercenter,27.0,17030 Us Highway 441,32757,Mount Dora,705,352-735-3000,28.817694,-81.672892
Haines City Supercenter,27.52,36205 Us Highway 27,33844,Haines City,725,863-422-7537,28.125998,-81.636723
Hudson Supercenter,18.79,12610 Us Highway 19,34667,Hudson,5266,727-861-0040,28.3406,-82.69604
Spring Hill Supercenter,27.54,1485 Commercial Way,34606,Spring Hill,967,352-686-0744,28.458334,-82.631272
Spring Hill Neighborhood Market,31.99,14344 Spring Hill Drive,34609,Spring Hill,6207,352-587-6950,28.476743,-82.485802
Hialeah Supercenter,1.77,9300 Nw 77th Ave,33016,Hialeah,2814,305-819-0672,25.858519,-80.3255
Doral Supercenter,3.21,8651 Nw 13th Ter,33126,Doral,2091,305-470-4510,25.787081,-80.335317
Hialeah Neighborhood Market,3.35,400 W 49th St,33012,Hialeah,5945,305-507-2044,25.866091,-80.291605
Hialeah Gardens Neighborhood Market,3.54,11800 Hialeah Gardens Blvd,33018,Hialeah Gardens,5615,305-913-1168,25.881034,-80.352333
Miami Supercenter,4.43,9191 W. Flagler St,33174,Miami,4161,786-801-5704,25.7702714,-80.3434775
Miami Neighborhood Market,4.94,6991 Sw 8th St,33144,Miami,4140,786-257-4094,25.76493,-80.308812
Miami Supercenter,5.02,3200 Nw 79th Street,33147,Miami,4303,305-913-8439,25.843304,-80.251349
Miami Supercenter,6.05,8400 Coral Way,33155,Miami,5854,305-351-0725,25.745963,-80.332793
Hialeah Supercenter,7.41,5851 Nw 177th St,33015,Hialeah,1590,305-558-6069,25.935789,-80.29576
Miami Neighborhood Market,8.96,14720 Sw 26th St.,33185,Miami,5719,786-584-4759,25.741391,-80.432707
Kendall Supercenter,12.57,15885 Sw 88th St,33196,Kendall,1680,305-383-3611,25.685292,-80.448637
Miami Supercenter,18.35,21151 S Dixie Hwy,33189,Miami,5912,305-964-4206,25.570918,-80.376101
Miami Neighborhood Market,22.36,14325 Sw 268th,33032,Miami,3935,305-508-3383,25.520739,-80.423859
Homestead Supercenter,23.78,13600 Sw 288th St,33033,Homestead,5671,305-910-2965,25.49688,-80.411158
Homestead Neighborhood Market,25.43,1499 South Dixie Hwy,33033,Homestead,3183,305-910-2529,25.4840483,-80.4594941
Florida City Supercenter,27.43,33501 S Dixie Hwy,33034,Florida City,2727,305-242-4447,25.4576229,-80.4731368
Clewiston Supercenter,21.14,1005 W Sugarland Hwy,33440,Clewiston,2484,863-983-4844,26.756423,-80.948897
Okeechobee Supercenter,27.94,2101 S Parrott Ave,34974,Okeechobee,814,863-763-7070,27.221482,-80.827943
Port St Lucie Supercenter,30.98,1850 Sw Gatlin Blvd,34953,Port St Lucie,4260,772-336-8212,27.262039,-80.40489
Port St. Lucie Neighborhood Market,31.25,3045 Sw Port St Lucie Blvd,34953,Port St. Lucie,5704,772-301-6125,27.252581,-80.375096
Stuart Supercenter,32.43,4001 Se Federal Hwy,34997,Stuart,1087,772-288-4749,27.15702,-80.218683
Port St Lucie Supercenter,34.38,1675 Nw Saint Lucie West Blvd,34986,Port St Lucie,3527,772-873-2221,27.315215,-80.402274
Port St Lucie Supercenter,34.95,10855 So. Us Hwy #1,34952,Port St Lucie,929,772-335-5359,27.2655144,-80.2875953
Port St Lucie Neighborhood Market,34.99,902 Sw Saint Lucie West Blvd,34986,Port St Lucie,7299,772-446-8740,27.316246,-80.380818
Fort Pierce Supercenter,41.73,5100 Okeechobee Rd,34947,Fort Pierce,973,772-468-0880,27.421425,-80.377918
Boynton Beach Supercenter,1.75,3625 S Federal Hwy,33435,Boynton Beach,5911,561-600-3088,26.492794,-80.063877
Delray Beach Neighborhood Market,2.95,3155 South Federal Highway,33483,Delray Beach,2406,561-450-1853,26.4258162,-80.0716085
Boynton Beach Neighborhood Market,3.37,12700 S Military Trl,33436,Boynton Beach,2396,561-808-1090,26.489084,-80.121275
Delray Beach Supercenter,3.94,16205 S Military Trl,33484,Delray Beach,1589,561-495-8127,26.436375,-80.124371
Boynton Beach Supercenter,4.44,3200 Old Boynton Rd,33436,Boynton Beach,2789,561-742-0718,26.529016,-80.095769
Boynton Beach Neighborhood Market,5.16,9840 S Military Trl Ste G-1,33436,Boynton Beach,3011,561-509-2138,26.529275,-80.1202028
Lake Worth Supercenter,7.82,4545 Hypoluxo Rd,33463,Lake Worth,1398,561-642-6005,26.574994,-80.11455
Lake Worth Neighborhood Market,9.49,6177 S Jog Rd,33467,Lake Worth,5759,561-964-5008,26.587507,-80.148482
Palm Springs Supercenter,11.25,2765 10th Ave N,33461,Palm Springs,5882,561-223-4357,26.6309088,-80.0838658
Boca Raton Supercenter,11.51,22100 S State Road 7,33428,Boca Raton,3858,561-226-3157,26.348262,-80.200616
Greenacres Neighborhood Market,11.56,3911 S Jog Rd,33467,Greenacres,5758,561-964-6337,26.621377,-80.147642
Deerfield Beach Neighborhood Market,12.03,1101 S. Military Trl,33442,Deerfield Beach,3104,954-281-1426,26.302947,-80.132043
Pompano Beach Supercenter,12.2,5001 N Federal Highway,33064,Pompano Beach,1517,954-784-0220,26.293245,-80.09593
Palm Springs Village Neighborhood Market,12.8,4400 Forest Hill Blvd.,33406,Palm Springs Village,4441,561-530-1237,26.650413,-80.110786
Coconut Creek Supercenter,13.05,5571 W Hillsboro Blvd,33073,Coconut Creek,1916,954-426-6101,26.318786,-80.200351
Greenacres Supercenter,13.25,6294 Forest Hill Blvd,33415,Greenacres,1436,561-966-3101,26.64949,-80.142537
Lake Worth Neighborhood Market,13.31,4105 S State Road 7,33449,Lake Worth,6967,561-207-3474,26.6185102,-80.2070155
Coral Springs Supercenter,15.44,3801 Turtle Creek Dr,33067,Coral Springs,1387,954-341-4505,26.278423,-80.203091
West Palm Beach Supercenter,15.74,4375 Belvedere Rd,33406,West Palm Beach,5301,561-242-8889,26.693816,-80.109045
Coral Springs Neighborhood Market,16.74,4650 N University Dr,33067,Coral Springs,4498,954-753-7377,26.288225,-80.25242
Coral Springs Supercenter,16.99,6001 Coral Ridge Dr,33076,Coral Springs,2963,954-757-0331,26.304308,-80.276155
West Palm Beach Supercenter,17.16,9990 Belvedere Rd,33411,West Palm Beach,1541,561-795-0017,26.689142,-80.199447
Pompano Beach Supercenter,17.4,2300 W Atlantic Blvd,33069,Pompano Beach,2962,954-971-7170,26.22791,-80.155019
West Palm Beach Neighborhood Market,17.4,6901 Okeechobee Blvd,33411,West Palm Beach,4560,561-683-6909,26.710328,-80.150281
Pompano Beach Neighborhood Market,17.59,1199 S Federal Hwy,33062,Pompano Beach,4617,954-781-8774,26.216072,-80.108561
Margate Supercenter,17.91,5555 W Atlantic Blvd,33063,Margate,5325,954-975-8682,26.237516,-80.203077
Coral Springs Neighborhood Market,19.78,10635 W Atlantic Blvd,33071,Coral Springs,4380,954-345-9513,26.242174,-80.267383
West Palm Beach Supercenter,20.39,4225 45th St,33407,West Palm Beach,4446,561-683-8300,26.762254,-80.103131
North Lauderdale Supercenter,20.65,7900 W Mcnab Rd,33068,North Lauderdale,1851,954-726-3388,26.205328,-80.229699
Tamarac Neighborhood Market,21.74,6931 Nw 88th Avenue,33321,Tamarac,2930,954-247-6304,26.208986,-80.270275
Lake Park Supercenter,22.59,101 N Congress Ave,33403,Lake Park,3348,561-842-8113,26.795173,-80.088336
Lauderdale Lakes Supercenter,22.71,3001 North State Road #7,33313,Lauderdale Lakes,3625,954-733-7473,26.162388,-80.20542
Sunrise Supercenter,23.64,3306 North University Drive,33351,Sunrise,1349,954-749-3111,26.167944,-80.254227
Fort Lauderdale Supercenter,24.98,2500 W. Broward Boulevard,33312,Fort Lauderdale,2946,954-453-6538,26.119082,-80.175083
Plantation Neighborhood Market,25.24,1885 N Pine Island Rd,33322,Plantation,4595,954-472-3134,26.1493531,-80.2701531
Sunrise Supercenter,26.89,12555 W Sunrise Blvd,33323,Sunrise,2151,954-845-0581,26.1478499,-80.317897
Davie Supercenter,29.98,4301 S University Dr,33328,Davie,2987,954-331-3612,26.066616,-80.254149
Dania Beach Neighborhood Market,30.21,401 E Sheridan St,33004,Dania Beach,4563,954-988-5211,26.035061,-80.136421
Davie Neighborhood Market,31.58,8550 Stirling Road,33024,Davie,4826,954-628-1772,26.043145,-80.258481
Cooper City Supercenter,31.74,4700 S Flamingo Rd,33330,Cooper City,1845,954-680-7810,26.062116,-80.310563
Jupiter Supercenter,32.27,2144 W Indiantown Rd,33458,Jupiter,2176,561-746-6422,26.932745,-80.128314
Hollywood Supercenter,32.88,301 S State Road 7,33023,Hollywood,3163,754-260-6713,26.00765,-80.204346
Hallandale Beach Supercenter,33.36,2551 E Hallandale Beach Blvd,33009,Hallandale Beach,1996,954-455-4700,25.987873,-80.123894
Miramar Supercenter,34.63,1800 South University Drive,33025,Miramar,1511,954-433-9300,25.9935839,-80.2504294
Pembroke Pines Supercenter,35.46,12800 Pines Blvd,33027,Pembroke Pines,5932,954-378-1542,26.0053,-80.3183
Miami Gardens Supercenter,37.18,19501 Nw 27th Ave,33056,Miami Gardens,3311,305-622-6664,25.952899,-80.243694
Pembroke Pines Supercenter,37.55,151 Sw 184th Ave,33029,Pembroke Pines,2591,954-442-5822,26.005779,-80.389542
Miami Gardens Supercenter,37.76,17650 Nw 2nd Ave,33169,Miami Gardens,3397,305-651-4661,25.935725,-80.207676
North Miami Beach Supercenter,37.83,1425 Ne 163rd St,33162,North Miami Beach,3235,305-949-5881,25.928265,-80.171269
Miami Gardens Neighborhood Market,39.25,3791 Nw 167th Street,33055,Miami Gardens,2907,305-914-1867,25.926748,-80.262238
Tampa Supercenter,2.2,1505 N Dale Mabry Hwy,33607,Tampa,1960,813-872-6992,27.957315,-82.502404
Tampa Neighborhood Market,3.58,1601 W Kennedy Blvd,33606,Tampa,5760,813-254-6125,27.94564,-82.476191
Tampa Supercenter,3.77,4302 W Gandy Blvd,33611,Tampa,4681,813-371-9444,27.8912188,-82.516223
Tampa Neighborhood Market,4.21,3671 W Hillsborough Ave,33614,Tampa,5654,813-498-4095,27.997309,-82.503047
Tampa Supercenter,5.74,8220 N Dale Mabry Hwy,33614,Tampa,5220,813-887-5175,28.022623,-82.506783
Tampa Neighborhood Market,5.85,6216 Elliot Dr,33615,Tampa,5255,813-249-3145,28.006403,-82.59856
Tampa Store,5.97,7011 W Waters Ave,33634,Tampa,1482,813-881-0402,28.026915,-82.558895
Tampa Supercenter,6.88,1720 E Hillsborough Ave,33610,Tampa,5964,813-675-1531,27.996875,-82.439696
Tampa Neighborhood Market,7.42,4525 Gunn Hwy,33624,Tampa,6548,813-261-6086,28.0496322,-82.5179737
